rank|name|revenue|industry|employees|founded|growth|city|state
4123|Lifesprk|18.2|Health|481.0|2004.0|66|Edina|MN
4124|AustinCSI|26.1|IT Services|198.0|2007.0|66|Plano|TX
4125|The Center for Cosmetic & Family Dentistry|5.0|Health|34.0|1999.0|66|Destin|FL
4126|Power Home Remodeling|402.2|Construction||1991.0|66|Chester|PA
4127|Mortgage Lenders of America|49.9|Financial Services|275.0|2000.0|66|Overland Park|KS
4128|Turnkey Technologies|8.5|IT Services|43.0|1994.0|66|St. Louis|MO
4129|Trade Ideas|3.2|Software|17.0|2002.0|66|Encinitas|CA
4130|Team Torque|3.8|Business Products & Services|26.0|1993.0|66|Bismarck|ND
4131|Reach Marketing|16.1|Advertising & Marketing|40.0|2011.0|66|Pearl River|NY
4132|Hostek.com|4.8|IT Services|36.0|1998.0|66|Tulsa|OK
4133|All Copy Products|74.3|Business Products & Services|377.0|1975.0|66|Denver|CO
4134|Insight Designs Web Solutions|2.8|IT Services|16.0|1999.0|66|Boulder|CO
4135|Alura Business Solutions|3.1|IT Services|12.0|2005.0|65|Plymouth Meeting|PA
4136|VOX Network Solutions|43.2|Telecommunications|110.0|2006.0|65|Brisbane|CA
4137|Saxon Global|17.1|IT Services|143.0|2008.0|65|Irving|TX
4138|Customer Contact Services|8.7|Telecommunications|125.0|1972.0|65|Eden Prairie|MN
4139|Premier Plastics|8.1|Manufacturing|43.0|1989.0|65|Salt Lake City|UT
4140|Drexel Building Supply|143.5|Construction|310.0|1985.0|65|Campbellsport|WI
4141|Inflow|2.9|Advertising & Marketing|25.0|2003.0|65|Denver|CO
4142|Peerless Technologies|58.8|Government Services|301.0|2000.0|65|Fairborn|OH
4143|Family Office Club|2.1|Financial Services|16.0|2007.0|65|Key Biscayne|FL
4144|The Midtown Group|37.2|Human Resources||1989.0|65|Washington|DC
4145|STG Design|21.5|Construction|91.0|1976.0|65|Austin|TX
4146|Bandwave Systems|4.3|Telecommunications|17.0|2000.0|65|Burlington City|NJ
4147|Ascensus|302.5|Financial Services|1613.0|1980.0|65|Dresher|PA
4148|Exhibitus|27.2|Advertising & Marketing|103.0|1994.0|65|Tucker|GA
4149|Uckele Health & Nutrition|34.3|Manufacturing|136.0|1962.0|65|Blissfield|MI
4150|Wood Gutmann & Bogart Insurance Brokers|28.5|Insurance|143.0|1985.0|65|Tustin|CA
4151|ESAC|16.3|Health|52.0|2000.0|65|Rockville|MD
4152|EP Technology|53.9|Security|49.0|2000.0|65|Champaign|IL
4153|Tal Search Group|7.4|IT Services|55.0|2005.0|65|Tallahassee|FL
4154|Scooter's Coffee|30.9|Food & Beverage|62.0|1998.0|65|Omaha|NE
4155|FCP Euro|24.5|Consumer Products & Services|40.0|2001.0|65|Milford|CT
4156|Security Card Services|11.7|Financial Services|150.0|2008.0|65|Oxford|MS
4157|Bluespark|2.3|IT Services|21.0|2009.0|65|Raleigh|NC
4158|Mud Pie|95.5|Consumer Products & Services|150.0|1988.0|65|Stone Mountain|GA
4159|IMMY|9.1|Health|51.0|1979.0|65|Norman|OK
4160|OnBrand24|17.4|Business Products & Services|600.0|2006.0|65|Beverly|MA
4161|Interpreters Unlimited|11.1|Business Products & Services|35.0|1970.0|65|San Diego|CA
4162|BuildASign.com|94.6|Consumer Products & Services|343.0|2005.0|65|Austin|TX
4163|HWC|21.8|Government Services|103.0|2005.0|65|Washington|DC
4164|The Ranch Malibu|8.9|Travel & Hospitality|75.0|2010.0|65|Malibu|CA
4165|VENTURE MEDICAL|3.4|Business Products & Services|28.0|1999.0|65|TAMPA|FL
4166|Quontic Bank|23.4|Financial Services|161.0|2009.0|64|Astoria|NY
4167|SYNERGY HomeCare|123.8|Health|23.0|1999.0|64|Gilbert|AZ
4168|Crestmark|118.6|Financial Services|299.0|1996.0|64|Troy|MI
4169|IntegriDATA|3.5|Financial Services|22.0|2002.0|64|New York City|NY
4170|DCINY|6.0|Media|20.0|2007.0|64|New York City|NY
4171|Harbor Consulting IP Services|2.0|Business Products & Services|7.0|1995.0|64|Portsmouth|NH
4172|Stonebrair Smile Design|2.5|Health|15.0|2003.0|64|Frisco|TX
4173|Cantey Technology|4.2|IT Services|28.0|2007.0|64|North Charleston|SC
4174|Loft9 Consulting|14.7|Business Products & Services|104.0|2010.0|64|Kirkland|WA
4175|Real Estate Closing Solutions|3.3|Real Estate|14.0|2009.0|64|Orlando|FL
4176|Academy Mortgage|443.4|Financial Services|2288.0|1988.0|64|Draper|UT
4177|Arora Engineers|19.9|Engineering|122.0|1986.0|64|Chadds Ford|PA
4178|Innovative Enterprises|13.4|Business Products & Services|42.0|1996.0|64|Newport News|VA
4179|Pyramid Consulting Group|10.4|Human Resources|45.0|2003.0|64|New York City|NY
4180|Milestone Internet Marketing|28.7|Advertising & Marketing|218.0|1997.0|64|Santa Clara|CA
4181|SkillSurvey|21.8|Human Resources|77.0|2001.0|64|Berwyn|PA
4182|Lifematters|25.4|Health|763.0|2004.0|64|Silver Spring|MD
4183|Sunshine Rentals|3.9|Travel & Hospitality|47.0|1986.0|64|Vista|CA
4184|c3/consulting|26.0|IT Services|129.0|2005.0|64|Nashville|TN
4185|Bast Amron LLP|5.1|Business Products & Services|23.0|2009.0|64|Miami|FL
4186|Impact Networking|60.2|Business Products & Services|375.0|1999.0|64|Lake Forest|IL
4187|Premier Fixtures|122.5|Business Products & Services|323.0|2000.0|64|Hauppauge|NY
4188|Urgent Care Hawaii|3.5|Health|30.0|2011.0|64|Pearl City|HI
4189|Westcor Land Title Insurance Company|516.7|Insurance|327.0|1993.0|64|Maitland|FL
4190|Rev.io|5.2|Telecommunications|30.0|2002.0|64|Atlanta|GA
4191|Greystones Group|6.7|Government Services|54.0|1999.0|64|Washington|DC
4192|Pascale Communications|3.9|Advertising & Marketing|30.0|2005.0|64|Fairfield|CT
4193|Ascedia|6.7|Advertising & Marketing|55.0|2000.0|64|Milwaukee|WI
4194|UNIQUE System Skills|2.5|IT Services|62.0|2008.0|64|Nashua|NH
4195|Deque Systems|20.0|Software|88.0|1999.0|64|Herndon|VA
4196|HTS Texas|79.3|Construction|178.0|2000.0|64|Houston|TX
4197|H&F Bread Cpmpany|6.5|Food & Beverage|131.0|2008.0|64|Atlanta|GA
4198|LeaseTeam|16.9|Software|118.0|1989.0|64|Omaha|NE
4199|NW Navigator Luxury Coaches|4.0|Logistics & Transportation|36.0|2008.0|64|Portland|OR
4200|WideOrbit|118.0|Software|570.0|1999.0|63|San Francisco|CA
4201|USAePay|11.7|Financial Services|70.0|1998.0|63|Glendale|CA
4202|Phacil|137.5|IT Services|821.0|2001.0|63|Arlington|VA
4203|Goldfish Medical Staffing|23.5|Health|56.0|2007.0|63|Plano|TX
4204|Professional Capital Services|14.1|Financial Services|73.0|2001.0|63|Philadelphia|PA
4205|UIC Technical Services|289.9|Government Services|2759.0|1999.0|63|Alexandria|VA
4206|KIDD ROOFING|32.1|Construction|100.0|1982.0|63|Austin|TX
4207|Network & Security Technologies|6.2|Security|21.0|2004.0|63|Pearl River|NY
4208|Southeast Restoration Group|25.8|Construction|110.0|2000.0|63|Canton|GA
4209|Westminster American Insurance Company|19.8|Insurance|15.0|1869.0|63|Owings Mills|MD
4210|Counselman Automotive Recycling|11.4|Consumer Products & Services|60.0|2008.0|63|Mobile|AL
4211|Broadhead|20.5|Advertising & Marketing|82.0|2001.0|63|Minneapolis|MN
4212|MY Shower Door / D3 Glass|11.5|Construction|75.0|2003.0|63|Fort Myers|FL
4213|Mortgage Capital Trading|15.1|Business Products & Services|85.0|2001.0|63|San Diego|CA
4214|Patriot Group International|39.2|Government Services|75.0|2004.0|63|WARRENTON|VA
4215|Modus Create|7.3|Software|70.0|2011.0|63|Reston|VA
4216|Field Fastener|62.5|Manufacturing|130.0|1976.0|63|Machesney Park|IL
4217|San Francis Veterinary Hospital|2.8|Health|36.0|2010.0|63|Spring Hill|FL
4218|Faulkner Design Group|18.7|Business Products & Services|58.0|1992.0|63|Dallas|TX
4219|HealthLink Dimensions|6.5|Business Products & Services|20.0|2001.0|63|Atlanta|GA
4220|Employvision|2.1|Human Resources|15.0|2005.0|63|Somerset|NJ
4221|Aldridge|17.7|IT Services|97.0|1984.0|63|Houston|TX
4222|Dimensional Innovations|31.2|Engineering|219.0|1993.0|63|Overland Park|KS
4223|Datavail|39.1|IT Services|787.0|2007.0|63|Broomfield|CO
4224|HGA|80.7|Engineering|352.0|1997.0|63|Ruston|LA
4225|SofterWare|54.0|Software|210.0|1981.0|63|Fort Washington|PA
4226|Darren James Real Estate Experts|2.9|Real Estate|13.0|2011.0|63|Denham Springs|LA
4227|NextStep Networking|3.6|IT Services|15.0|1986.0|63|Cincinnati|OH
4228|HR Works|8.0|Human Resources|73.0|1991.0|63|Fairport|NY
4229|Clipper|32.0|Food & Beverage|39.0|1994.0|62|Carson|CA
4230|Mowery & Schoenfeld|12.0|Financial Services|64.0|1996.0|62|Lincolnshire|IL
4231|Express Locations|101.1|Retail|1351.0|2006.0|62|Wenatchee|WA
4232|Film Solutions|5.9|Software|45.0|2006.0|62|Burbank|CA
4233|2 Hounds Design|3.0|Manufacturing|38.0|2003.0|62|Indian Trail|NC
4234|Marathon Consulting (Virginia Beach, VA)|9.5|IT Services|72.0|2006.0|62|Virginia Beach|VA
4235|Sequoia Financial Group|12.1|Financial Services|59.0|1991.0|62|Akron|OH
4236|Amber Green|5.5|Food & Beverage|108.0|1980.0|62|Houston|TX
4237|Sleepers In Seattle|4.7|Retail|15.0|1991.0|62|SEATTLE|WA
4238|Lockstep Technology Group|14.7|IT Services|22.0|2008.0|62|Duluth|GA
4239|TechMD|6.6|IT Services|55.0|2003.0|62|South Coast Metro|CA
4240|Hampton Creative|2.0|Advertising & Marketing|13.0|2002.0|62|Tulsa|OK
4241|AEM|68.5|Software|260.0|1986.0|62|Herndon|VA
4242|ERGOS Technology Partners|21.2|IT Services|185.0|1997.0|62|Houston|TX
4243|Morris & Garritano Insurance Agency|17.2|Insurance|116.0||62|San Luis Obispo|CA
4244|Stratus Interactive|2.0|Advertising & Marketing|18.0|2006.0|62|West Chester|PA
4245|Oceans Healthcare|83.0|Health|1516.0|2004.0|62|Plano|TX
4246|ShoppersChoice.com|82.3|Retail|159.0|1998.0|62|Baton Rouge|LA
4247|PACE Computer Solutions|18.5|IT Services|140.0|2002.0|62|Columbia|MD
4248|TrendPoint Systems|7.8|Business Products & Services|14.0|2001.0|62|Corona|CA
4249|KNIGHT INSURANCE COMPANY|395.6|Insurance|67.0|1993.0|62|Los Angeles|CA
4250|GPS Insight|31.7|Software|120.0|2005.0|62|Scottsdale|AZ
4251|4Cite Marketing|5.3|Software|33.0|2010.0|62|Albany|NY
4252|Trez Forman Capital|7.9|Financial Services|8.0|2004.0|62|Boynton Beach|FL
4253|Cornerstone Detention Products|36.9|Construction|162.0|1998.0|62|Madison|AL
4254|Premium 2000+ Warranties|32.9|Insurance|25.0|1995.0|62|Winston Salem|NC
4255|Advanced Powder Products|8.1|Manufacturing|39.0|2000.0|62|Philipsburg|PA
4256|GiftBasketsOverseas.com|4.7|Food & Beverage|42.0|2007.0|62|Arlington|MA
4257|The Talmadge Group|4.9|IT Services|29.0|1998.0|62|Cumming|GA
4258|Merchandise Outlet|6.6|Retail|71.0|1984.0|62|Mount Pleasant|MI
4259|Signature HealthCARE|1190.4|Health|18314.0|2007.0|62|Louisville|KY
4260|Kucumber Skin Lounge|2.4|Consumer Products & Services|20.0|2010.0|62|Seattle|WA
4261|Adtech-IT|3.2|IT Services|32.0|1986.0|62|Ceres|CA
4262|Knowledge Hub Media|2.2|Media|3.0|2008.0|62|West Chester|PA
4263|Global Communications Group|7.5|Telecommunications|20.0|2002.0|62|Englewood|CO
4264|DOM360|6.0|Advertising & Marketing|63.0|2009.0|62|Greenville|SC
4265|W2O Group|122.7|Advertising & Marketing|472.0|2001.0|62|San Francisco|CA
4266|Proforma Ascension Marketing Group|2.1|Business Products & Services|10.0|2010.0|62|Macon|GA
4267|On Safari Foods|6.5|Food & Beverage|55.0|1992.0|62|Seattle|WA
4268|The Douglas Company|105.5|Construction|85.0|1976.0|62|Holland|OH
4269|Pro Mach|628.7|Manufacturing|2464.0|1998.0|61|Covington|KY
4270|Spiegel Accountancy|4.4|Financial Services|23.0|1990.0|61|Pleasant Hill|CA
4271|Fine Solutions|10.2|IT Services|42.0|2004.0|61|Lynnwood|WA
4272|CEO|6.7|Human Resources|20.0|1994.0|61|Charlotte|NC
4273|ProSource Consulting|22.1|Government Services|104.0|2003.0|61|Gainesville|VA
4274|Valkyrie Enterprises|43.4|Government Services|347.0|2007.0|61|Virginia Beach|VA
4275|Symmetry|29.2|IT Services|118.0|1996.0|61|Brookfield|WI
4276|CivicPlus|25.3|Government Services|227.0|2001.0|61|Manhattan|KS
4277|Technology Finance Partners|8.1|Financial Services|14.0|2000.0|61|San Bruno|CA
4278|Reflex Sales Group|4.2|Business Products & Services|4.0|2011.0|61|Thousand Oaks|CA
4279|Applied Training Solutions|8.6|Government Services|84.0|2009.0|61|Greensburg|PA
4280|DiamondBack Truck Covers|7.1|Manufacturing|46.0|2003.0|61|Philipsburg|PA
4281|Bonitas International|4.3|Consumer Products & Services|27.0|2002.0|61|Newbury|OH
4282|Window World of Baton Rouge|67.1|Construction|138.0|2002.0|61|Baton Rouge|LA
4283|Infomatics|9.2|IT Services|140.0|1998.0|61|Farmington Hills|MI
4284|EBW Electronics|43.8|Manufacturing|230.0|1991.0|61|Holland|MI
4285|Productive Edge|23.3|Consumer Products & Services|129.0|2008.0|61|Chicago|IL
4286|Interstate Logistics|5.1|Logistics & Transportation|25.0|2011.0|61|Springfield|VA
4287|Keller Williams Capital Properties|62.0|Real Estate|909.0|2006.0|61|Washington|DC
4288|HighTower|175.3|Financial Services|467.0|2007.0|61|Chicago|IL
4289|RSM Maintenance|41.0|Construction|126.0|1998.0|61|Paramus|NJ
4290|M S International|899.6|Consumer Products & Services|1458.0|1975.0|61|Orange|CA
4291|Transport Services|17.7|Logistics & Transportation|40.0|1976.0|61|North Royalton|OH
4292|AA METALS|229.2|Manufacturing|49.0|2003.0|61|Orlando|FL
4293|Asker Distributors|10.0|Food & Beverage|25.0|1983.0|61|Tallahassee|FL
4294|HDS Marketing|22.4|Advertising & Marketing|86.0|1992.0|61|Pittsburgh|PA
4295|WorkSmart|11.6|IT Services|72.0|2000.0|61|Durham|NC
4296|DW Smith Associates|8.3|Engineering|80.0|1965.0|61|Wall Township|NJ
4297|The Garland Company|479.2|Manufacturing|800.0|1895.0|61|Cleveland|OH
4298|MIE Solutions|2.8|Software|43.0|2007.0|61|Garden Grove|CA
4299|M5 Hosting|2.5|IT Services|11.0|2002.0|61|San Diego|CA
